"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996-02","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","89.7","","","","1"
"1996-02","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","87.6","","","","1"
"1996-02","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","69.5","","","","1"
"1996-02","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","88.4","","","","1"
"1996-02","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","89.5","","","","1"
"1996-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","88.5","","","","1"
"1996-03","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","87.3","","","","1"
"1996-03","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.6","","","","1"
"1996-03","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","92.2","","","","1"
"1996-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.5","","","","1"
"1996-03","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","86.5","","","","1"
"1996-03","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","89.8","","","","1"
"1996-03","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","87.7","","","","1"
"1996-03","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","69.6","","","","1"
"1996-03","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","88.6","","","","1"
"1996-03","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","89.6","","","","1"
"1996-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","88.7","","","","1"
"1996-04","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","88.2","","","","1"
"1996-04","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.5","","","","1"
"1996-04","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","92.1","","","","1"
"1996-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.0","","","","1"
"1996-04","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","87.4","","","","1"
"1996-04","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","89.9","","","","1"
"1996-04","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","88.0","","","","1"
"1996-04","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","69.7","","","","1"
"1996-04","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","88.9","","","","1"
"1996-04","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","89.8","","","","1"
"1996-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","88.9","","","","1"
"1996-05","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","87.7","","","","1"
"1996-05","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.6","","","","1"
"1996-05","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","92.4","","","","1"
"1996-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.6","","","","1"
"1996-05","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","88.5","","","","1"
"1996-05","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","89.9","","","","1"
"1996-05","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","88.3","","","","1"
"1996-05","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","69.9","","","","1"
"1996-05","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","89.3","","","","1"
"1996-05","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","90.0","","","","1"
"1996-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","88.9","","","","1"
"1996-06","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","88.0","","","","1"
"1996-06","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.4","","","","1"
"1996-06","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","92.8","","","","1"
"1996-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","95.6","","","","1"
"1996-06","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","87.9","","","","1"
"1996-06","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","90.0","","","","1"
"1996-06","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","88.4","","","","1"
"1996-06","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","70.0","","","","1"
"1996-06","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","89.1","","","","1"
"1996-06","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","90.0","","","","1"
"1996-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","88.9","","","","1"
"1996-07","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","87.9","","","","1"
"1996-07","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.5","","","","1"
"1996-07","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","92.9","","","","1"
"1996-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.1","","","","1"
"1996-07","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","87.0","","","","1"
"1996-07","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","90.0","","","","1"
"1996-07","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","89.1","","","","1"
"1996-07","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","70.2","","","","1"
"1996-07","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","89.1","","","","1"
"1996-07","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","90.1","","","","1"
"1996-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","89.0","","","","1"
"1996-08","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","88.1","","","","1"
"1996-08","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.3","","","","1"
"1996-08","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.2","","","","1"
"1996-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.0","","","","1"
"1996-08","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","87.2","","","","1"
"1996-08","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","90.2","","","","1"
"1996-08","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","89.4","","","","1"
"1996-08","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","70.2","","","","1"
"1996-08","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","89.1","","","","1"
"1996-08","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","90.2","","","","1"
"1996-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","89.1","","","","1"
"1996-09","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","88.4","","","","1"
"1996-09","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.5","","","","1"
"1996-09","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","92.9","","","","1"
"1996-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.5","","","","1"
"1996-09","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","87.3","","","","1"
"1996-09","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","90.4","","","","1"
"1996-09","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","89.5","","","","1"
"1996-09","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","70.3","","","","1"
"1996-09","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","89.2","","","","1"
"1996-09","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","90.3","","","","1"
"1996-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","89.4","","","","1"
"1996-10","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","88.9","","","","1"
"1996-10","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.9","","","","1"
"1996-10","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","92.7","","","","1"
"1996-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.7","","","","1"
"1996-10","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","87.4","","","","1"
"1996-10","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","90.4","","","","1"
"1996-10","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","89.7","","","","1"
"1996-10","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","70.3","","","","1"
"1996-10","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","89.4","","","","1"
"1996-10","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","90.3","","","","1"
"1996-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","89.7","","","","1"
"1996-11","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","89.2","","","","1"
"1996-11","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.6","","","","1"
"1996-11","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","92.8","","","","1"
"1996-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.6","","","","1"
"1996-11","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.3","","","","1"
"1996-11","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","90.7","","","","1"
"1996-11","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","89.7","","","","1"
"1996-11","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","70.3","","","","1"
"1996-11","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","89.9","","","","1"
"1996-11","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","90.7","","","","1"
"1996-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","89.9","","","","1"
"1996-12","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","88.9","","","","1"
"1996-12","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.8","","","","1"
"1996-12","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.0","","","","1"
"1996-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.9","","","","1"
"1996-12","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.6","","","","1"
"1996-12","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","90.7","","","","1"
"1996-12","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","90.0","","","","1"
"1996-12","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","71.5","","","","1"
"1996-12","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.1","","","","1"
"1996-12","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","90.9","","","","1"
"1997-01","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.0","","","","1"
"1997-01","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","88.9","","","","1"
"1997-01","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.9","","","","1"
"1997-01","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.5","","","","1"
"1997-01","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.3","","","","1"
"1997-01","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.5","","","","1"
"1997-01","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","90.8","","","","1"
"1997-01","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","90.3","","","","1"
"1997-01","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","71.5","","","","1"
"1997-01","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.2","","","","1"
"1997-01","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.0","","","","1"
"1997-02","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.1","","","","1"
"1997-02","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","89.2","","","","1"
"1997-02","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.9","","","","1"
"1997-02","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.3","","","","1"
"1997-02","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.3","","","","1"
"1997-02","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.3","","","","1"
"1997-02","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","91.1","","","","1"
"1997-02","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","90.2","","","","1"
"1997-02","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","71.7","","","","1"
"1997-02","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.3","","","","1"
"1997-02","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.0","","","","1"
"1997-03","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.2","","","","1"
"1997-03","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","89.2","","","","1"
"1997-03","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.9","","","","1"
"1997-03","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.6","","","","1"
"1997-03","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","96.9","","","","1"
"1997-03","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.4","","","","1"
"1997-03","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","91.3","","","","1"
"1997-03","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","90.6","","","","1"
"1997-03","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","71.9","","","","1"
"1997-03","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.5","","","","1"
"1997-03","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.2","","","","1"
"1997-04","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.2","","","","1"
"1997-04","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","88.9","","","","1"
"1997-04","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.9","","","","1"
"1997-04","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.6","","","","1"
"1997-04","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","98.0","","","","1"
"1997-04","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.1","","","","1"
"1997-04","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","91.6","","","","1"
"1997-04","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","90.6","","","","1"
"1997-04","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","71.9","","","","1"
"1997-04","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.5","","","","1"
"1997-04","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.4","","","","1"
"1997-05","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.2","","","","1"
"1997-05","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","89.1","","","","1"
"1997-05","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.7","","","","1"
"1997-05","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.6","","","","1"
"1997-05","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","98.1","","","","1"
"1997-05","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.1","","","","1"
"1997-05","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","91.5","","","","1"
"1997-05","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","90.6","","","","1"
"1997-05","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","72.0","","","","1"
"1997-05","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.5","","","","1"
"1997-05","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.4","","","","1"
"1997-06","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.3","","","","1"
"1997-06","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","89.1","","","","1"
"1997-06","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.8","","","","1"
"1997-06","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.5","","","","1"
"1997-06","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","98.1","","","","1"
"1997-06","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.4","","","","1"
"1997-06","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","91.9","","","","1"
"1997-06","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","91.5","","","","1"
"1997-06","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","72.3","","","","1"
"1997-06","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.6","","","","1"
"1997-06","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.8","","","","1"
"1997-07","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.4","","","","1"
"1997-07","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","89.6","","","","1"
"1997-07","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.8","","","","1"
"1997-07","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.6","","","","1"
"1997-07","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","97.7","","","","1"
"1997-07","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","89.9","","","","1"
"1997-07","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","91.8","","","","1"
"1997-07","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","90.9","","","","1"
"1997-07","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","72.1","","","","1"
"1997-07","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.5","","","","1"
"1997-07","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.5","","","","1"
"1997-08","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.6","","","","1"
"1997-08","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","89.6","","","","1"
"1997-08","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.6","","","","1"
"1997-08","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.6","","","","1"
"1997-08","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","98.2","","","","1"
"1997-08","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.8","","","","1"
"1997-08","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","91.8","","","","1"
"1997-08","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","91.1","","","","1"
"1997-08","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","72.5","","","","1"
"1997-08","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.7","","","","1"
"1997-08","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.6","","","","1"
"1997-09","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.6","","","","1"
"1997-09","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","89.6","","","","1"
"1997-09","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.6","","","","1"
"1997-09","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.8","","","","1"
"1997-09","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","97.6","","","","1"
"1997-09","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.9","","","","1"
"1997-09","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","91.8","","","","1"
"1997-09","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","91.4","","","","1"
"1997-09","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","72.6","","","","1"
"1997-09","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.8","","","","1"
"1997-09","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.7","","","","1"
"1997-10","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.6","","","","1"
"1997-10","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","89.7","","","","1"
"1997-10","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.7","","","","1"
"1997-10","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","94.1","","","","1"
"1997-10","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","98.2","","","","1"
"1997-10","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.2","","","","1"
"1997-10","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","92.0","","","","1"
"1997-10","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","91.5","","","","1"
"1997-10","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","72.9","","","","1"
"1997-10","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.8","","","","1"
"1997-10","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.8","","","","1"
"1997-11","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.5","","","","1"
"1997-11","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","90.0","","","","1"
"1997-11","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.7","","","","1"
"1997-11","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","93.9","","","","1"
"1997-11","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","98.0","","","","1"
"1997-11","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.5","","","","1"
"1997-11","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","92.3","","","","1"
"1997-11","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","91.4","","","","1"
"1997-11","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","73.1","","","","1"
"1997-11","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.5","","","","1"
"1997-11","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.7","","","","1"
"1997-12","Canada","2016A000011124","All-items","2002=100","17","units","0","v41690914","1.1","90.6","","","","1"
"1997-12","Canada","2016A000011124","Food","2002=100","17","units","0","v41690915","1.2","89.9","","","","1"
"1997-12","Canada","2016A000011124","Shelter","2002=100","17","units","0","v41690916","1.3","90.8","","","","1"
"1997-12","Canada","2016A000011124","Household operations, furnishings and equipment","2002=100","17","units","0","v41690917","1.4","94.4","","","","1"
"1997-12","Canada","2016A000011124","Clothing and footwear","2002=100","17","units","0","v41690918","1.5","98.2","","","","1"
"1997-12","Canada","2016A000011124","Transportation","2002=100","17","units","0","v41690919","1.6","90.2","","","","1"
"1997-12","Canada","2016A000011124","Health and personal care","2002=100","17","units","0","v41690920","1.7","92.6","","","","1"
"1997-12","Canada","2016A000011124","Recreation, education and reading","2002=100","17","units","0","v41690921","1.8","91.6","","","","1"
"1997-12","Canada","2016A000011124","Alcoholic beverages, tobacco products and recreational cannabis","2002=100","17","units","0","v41690922","1.9","73.0","","","","1"
"1997-12","Canada","2016A000011124","All-items excluding food","2002=100","17","units","0","v41690923","1.10","90.8","","","","1"
"1997-12","Canada","2016A000011124","All-items excluding food and energy","2002=100","17","units","0","v41690924","1.11","91.7","","","","1"
